login,pre_commit_count,pre_mean_message_length,pre_active_weeks,pre_repos_touched,pre_mean_commits_per_active_week,pre_frac_multiline,pre_frac_conventional,pre_frac_mentions_test,pre_frac_has_bullets,pre_mean_inter_commit_hours,pre_frac_burst_commits,pre_sampled_test_cowrite_rate,pre_file_sample_count,pre_mean_pr_body_length,pre_frac_pr_has_body,post_commit_count,post_mean_message_length,post_active_weeks,post_repos_touched,post_mean_commits_per_active_week,post_frac_multiline,post_frac_conventional,post_frac_mentions_test,post_frac_has_bullets,post_mean_inter_commit_hours,post_frac_burst_commits,post_sampled_test_cowrite_rate,post_file_sample_count,post_mean_pr_body_length,post_frac_pr_has_body,delta_commit_count,delta_mean_message_length,delta_active_weeks,delta_repos_touched,delta_mean_commits_per_active_week,delta_frac_multiline,delta_frac_conventional,delta_frac_mentions_test,delta_frac_has_bullets,delta_mean_inter_commit_hours,delta_frac_burst_commits,delta_sampled_test_cowrite_rate,delta_file_sample_count,delta_mean_pr_body_length,delta_frac_pr_has_body
tomwyr,32,76.53,12,1,2.67,0.438,0.0,0.0,0.0,489.67,0.581,0.0,0,0.0,0.0,9,26.33,4,1,2.25,0.0,0.0,0.0,0.0,970.18,0.375,0.0,0,0.0,0.0,-23,-50.2,-8,0,-0.42,-0.438,0.0,0.0,0.0,480.51,-0.206,0.0,0,0.0,0.0
codereport,10,19.7,3,1,3.33,0.0,0.0,0.0,0.0,96.3,0.444,0.0,0,0.0,0.0,90,26.8,37,1,2.43,0.011,0.0,0.0,0.0,119.97,0.303,0.0,0,0.0,0.0,80,7.1,34,0,-0.9,0.011,0.0,0.0,0.0,23.67,-0.141,0.0,0,0.0,0.0
MarkVI2,42,27.07,6,2,7.0,0.143,0.0,0.0,0.0,110.52,0.732,0.0,0,0.0,0.0,28,44.96,7,3,4.0,0.321,0.0,0.0,0.036,294.76,0.519,0.0,0,35.5,0.5,-14,17.89,1,1,-3.0,0.178,0.0,0.0,0.036,184.24,-0.213,0.0,0,35.5,0.5
IgorSilvestre,35,24.86,8,5,4.38,0.0,0.0,0.0,0.0,283.08,0.588,0.0,0,0.0,0.0,19,33.26,5,2,3.8,0.0,0.105,0.0,0.0,582.99,0.389,0.0,0,0.0,0.0,-16,8.4,-3,-3,-0.58,0.0,0.105,0.0,0.0,299.91,-0.199,0.0,0,0.0,0.0
joanadecastro,18,15.89,3,4,6.0,0.0,0.0,0.0,0.0,28.15,0.647,0.0,0,0.0,0.0,9,26.0,4,1,2.25,0.778,0.0,0.0,0.0,1879.22,0.25,0.0,0,0.0,0.0,-9,10.11,1,-3,-3.75,0.778,0.0,0.0,0.0,1851.07,-0.397,0.0,0,0.0,0.0
realfakenerd,55,15.75,8,2,6.88,0.018,0.0,0.0,0.0,281.21,0.537,0.0,0,0.0,0.0,22,40.45,6,2,3.67,0.136,0.091,0.0,0.0,471.82,0.524,0.0,0,0.0,0.0,-33,24.7,-2,0,-3.21,0.118,0.091,0.0,0.0,190.61,-0.013,0.0,0,0.0,0.0
MatrPaivaDev,16,23.25,3,2,5.33,0.0,0.0,0.0,0.0,113.86,0.667,0.0,0,0.0,0.0,5,15.6,3,1,1.67,0.0,0.0,0.0,0.0,1419.73,0.25,0.0,0,0.0,0.0,-11,-7.65,0,-1,-3.66,0.0,0.0,0.0,0.0,1305.87,-0.417,0.0,0,0.0,0.0
joethei,34,50.97,20,3,1.7,0.235,0.0,0.029,0.029,436.92,0.303,0.0,0,0.0,0.0,13,53.54,7,2,1.86,0.385,0.0,0.0,0.231,1222.31,0.5,0.0,0,0.0,0.0,-21,2.57,-13,-1,0.16,0.15,0.0,-0.029,0.202,785.39,0.197,0.0,0,0.0,0.0
MrAlucardDante,12,46.08,4,1,3.0,0.333,0.667,0.0,0.0,227.25,0.636,0.0,0,0.0,0.0,54,36.11,25,2,2.16,0.056,0.926,0.0,0.0,252.26,0.434,0.0,0,0.0,0.0,42,-9.97,21,1,-0.84,-0.277,0.259,0.0,0.0,25.01,-0.202,0.0,0,0.0,0.0
user-jiyichen,5,16.8,2,1,2.5,0.0,0.0,0.0,0.0,46.73,0.75,0.0,0,0.0,0.0,79,64.46,11,2,7.18,0.316,0.0,0.0,0.013,159.45,0.756,0.0,0,1296.67,1.0,74,47.66,9,1,4.68,0.316,0.0,0.0,0.013,112.72,0.006,0.0,0,1296.67,1.0
lazer002,12,22.0,3,1,4.0,0.417,0.0,0.0,0.0,124.31,0.545,0.0,0,0.0,0.0,88,14.27,15,2,5.87,0.057,0.0,0.0,0.0,69.87,0.609,0.0,0,2.0,0.0,76,-7.73,12,1,1.87,-0.36,0.0,0.0,0.0,-54.44,0.064,0.0,0,2.0,0.0
ivann1302,23,23.96,7,1,3.29,0.0,0.0,0.0,0.0,175.55,0.455,0.0,0,0.0,0.0,77,66.25,14,3,5.5,0.195,0.26,0.0,0.065,197.05,0.513,0.0,0,10.75,0.0,54,42.29,7,2,2.21,0.195,0.26,0.0,0.065,21.5,0.058,0.0,0,10.75,0.0
dioclecio,25,32.04,9,4,2.78,0.04,0.0,0.0,0.0,401.93,0.583,0.0,0,0.0,0.0,10,41.0,5,2,2.0,0.0,0.0,0.0,0.1,860.24,0.222,0.0,0,0.0,0.0,-15,8.96,-4,-2,-0.78,-0.04,0.0,0.0,0.1,458.31,-0.361,0.0,0,0.0,0.0
peterweissdk,27,19.89,3,2,9.0,0.037,0.0,0.0,0.074,111.89,0.692,0.0,0,0.0,0.0,71,32.31,14,3,5.07,0.042,0.0,0.0,0.0,256.2,0.529,0.0,0,0.0,0.0,44,12.42,11,1,-3.93,0.005,0.0,0.0,-0.074,144.31,-0.163,0.0,0,0.0,0.0
JsunJ,51,36.41,19,1,2.68,0.0,0.0,0.0,0.059,292.67,0.16,0.0,0,0.0,0.0,31,39.19,12,2,2.58,0.0,0.0,0.0,0.226,330.35,0.2,0.0,0,0.0,0.0,-20,2.78,-7,1,-0.1,0.0,0.0,0.0,0.167,37.68,0.04,0.0,0,0.0,0.0
jgaehring,33,35.18,9,1,3.67,0.0,0.0,0.0,0.0,278.91,0.656,0.0,0,14.0,0.0,8,61.25,2,1,4.0,0.25,0.0,0.0,0.0,1790.69,0.714,0.0,0,0.0,0.0,-25,26.07,-7,0,0.33,0.25,0.0,0.0,0.0,1511.78,0.058,0.0,0,-14.0,0.0
Donguinha,10,15.5,1,1,10.0,0.0,0.0,0.0,0.0,0.76,0.889,0.0,0,0.0,0.0,90,17.91,14,3,6.43,0.0,0.0,0.0,0.0,172.14,0.494,0.0,0,0.0,0.0,80,2.41,13,2,-3.57,0.0,0.0,0.0,0.0,171.38,-0.395,0.0,0,0.0,0.0
leejuhanKr,83,62.12,16,2,5.19,0.0,0.06,0.0,0.0,137.74,0.476,0.0,0,0.0,0.0,17,73.88,9,1,1.89,0.0,0.0,0.0,0.0,1012.76,0.312,0.0,0,0.0,0.0,-66,11.76,-7,-1,-3.3,0.0,-0.06,0.0,0.0,875.02,-0.164,0.0,0,0.0,0.0
hazemadelkhalel,94,18.6,6,2,15.67,0.032,0.0,0.0,0.0,133.05,0.914,0.0,0,0.0,0.0,6,16.0,4,1,1.5,0.0,0.0,0.0,0.0,3563.81,0.4,0.0,0,0.0,0.0,-88,-2.6,-2,-1,-14.17,-0.032,0.0,0.0,0.0,3430.76,-0.514,0.0,0,0.0,0.0
DanielRendox,10,52.0,2,1,5.0,0.3,0.0,0.0,0.0,955.87,0.778,0.0,0,2227.8,0.8,90,90.29,11,1,8.18,0.311,0.011,0.122,0.089,29.41,0.573,0.0,0,1151.83,0.833,80,38.29,9,0,3.18,0.011,0.011,0.122,0.089,-926.46,-0.205,0.0,0,-1075.97,0.033
llinauer,81,27.07,17,5,4.76,0.012,0.0,0.025,0.0,203.16,0.762,0.0,0,0.0,0.0,14,20.57,11,1,1.27,0.0,0.071,0.0,0.0,1377.91,0.231,0.0,0,0.0,0.0,-67,-6.5,-6,-4,-3.49,-0.012,0.071,-0.025,0.0,1174.75,-0.531,0.0,0,0.0,0.0
AlienWolfX,16,16.62,11,1,1.45,0.188,0.0,0.0,0.0,765.73,0.267,0.0,0,0.0,0.0,76,21.75,23,1,3.3,0.0,0.0,0.026,0.0,245.14,0.613,0.0,0,0.0,0.0,60,5.13,12,0,1.85,-0.188,0.0,0.026,0.0,-520.59,0.346,0.0,0,0.0,0.0
SnepCnep,6,15.67,3,1,2.0,0.0,0.0,0.0,0.0,128.98,0.6,0.0,0,0.0,0.0,94,28.45,19,2,4.95,0.106,0.0,0.0,0.021,187.23,0.634,0.0,0,0.0,0.0,88,12.78,16,1,2.95,0.106,0.0,0.0,0.021,58.25,0.034,0.0,0,0.0,0.0
alex8ndr,32,26.66,7,2,4.57,0.031,0.0,0.0,0.0,231.58,0.581,0.0,0,0.0,0.0,62,20.39,17,3,3.65,0.032,0.0,0.0,0.0,283.26,0.443,0.0,0,0.0,0.0,30,-6.27,10,1,-0.92,0.001,0.0,0.0,0.0,51.68,-0.138,0.0,0,0.0,0.0
asterism0s,66,22.29,16,5,4.12,0.015,0.0,0.0,0.0,158.04,0.492,0.0,0,0.0,0.0,23,26.48,14,1,1.64,0.043,0.0,0.0,0.0,881.41,0.364,0.0,0,0.0,0.0,-43,4.19,-2,-4,-2.48,0.028,0.0,0.0,0.0,723.37,-0.128,0.0,0,0.0,0.0
J-B-Mugundh,35,20.77,11,4,3.18,0.057,0.0,0.0,0.029,189.88,0.559,0.0,0,0.0,0.0,22,21.41,6,1,3.67,0.0,0.0,0.0,0.0,531.32,0.619,0.0,0,0.0,0.0,-13,0.64,-5,-3,0.49,-0.057,0.0,0.0,-0.029,341.44,0.06,0.0,0,0.0,0.0
Hwasowl,57,23.35,15,3,3.8,0.0,0.596,0.0,0.105,217.35,0.679,0.0,0,0.0,0.0,43,52.35,9,1,4.78,0.14,0.674,0.0,0.14,233.61,0.5,0.0,0,110.31,0.562,-14,29.0,-6,-2,0.98,0.14,0.078,0.0,0.035,16.26,-0.179,0.0,0,110.31,0.562
thomasriecke,6,10.67,3,2,2.0,0.0,0.0,0.0,0.0,938.6,0.6,0.0,0,0.0,0.0,67,26.82,14,5,4.79,0.0,0.0,0.0,0.0,214.61,0.576,0.0,0,0.0,0.0,61,16.15,11,3,2.79,0.0,0.0,0.0,0.0,-723.99,-0.024,0.0,0,0.0,0.0
cedrazgabriel,21,19.38,3,2,7.0,0.0,0.0,0.0,0.0,421.83,0.45,0.0,0,0.0,0.0,5,33.8,1,1,5.0,0.0,1.0,0.0,0.0,22.36,0.5,0.0,0,0.0,0.0,-16,14.42,-2,-1,-2.0,0.0,1.0,0.0,0.0,-399.47,0.05,0.0,0,0.0,0.0
SumonPaul18,15,16.2,5,2,3.0,0.0,0.0,0.0,0.0,726.24,0.714,0.0,0,0.0,0.0,85,17.48,16,2,5.31,0.0,0.0,0.0,0.0,124.77,0.786,0.0,0,0.0,0.0,70,1.28,11,0,2.31,0.0,0.0,0.0,0.0,-601.47,0.072,0.0,0,0.0,0.0
Nauaho,58,32.64,15,3,3.87,0.0,0.0,0.034,0.017,89.34,0.281,0.0,0,0.0,0.0,16,42.94,4,2,4.0,0.062,0.0,0.375,0.0,35.86,0.333,0.0,0,0.0,0.0,-42,10.3,-11,-1,0.13,0.062,0.0,0.341,-0.017,-53.48,0.052,0.0,0,0.0,0.0
sumomo015,36,97.08,6,1,6.0,0.472,0.028,0.0,0.0,26.23,0.457,0.0,0,0.0,0.0,64,52.88,24,2,2.67,0.031,0.938,0.031,0.0,251.67,0.079,0.0,0,115.17,0.907,28,-44.2,18,1,-3.33,-0.441,0.91,0.031,0.0,225.44,-0.378,0.0,0,115.17,0.907
mrnugget,92,36.0,37,1,2.49,0.022,0.0,0.011,0.0,148.34,0.264,0.0,0,0.0,0.0,8,42.12,5,1,1.6,0.0,0.0,0.0,0.0,1315.65,0.143,0.0,0,351.0,1.0,-84,6.12,-32,0,-0.89,-0.022,0.0,-0.011,0.0,1167.31,-0.121,0.0,0,351.0,1.0
g-lippe,51,18.35,9,3,5.67,0.039,0.0,0.078,0.0,79.18,0.6,0.0,0,0.0,0.0,25,21.28,5,2,5.0,0.04,0.0,0.04,0.0,24.74,0.542,0.0,0,0.0,0.0,-26,2.93,-4,-1,-0.67,0.001,0.0,-0.038,0.0,-54.44,-0.058,0.0,0,0.0,0.0
OBookBook,90,34.4,5,2,18.0,0.0,0.0,0.0,0.0,34.81,0.775,0.0,0,0.0,0.0,10,16.0,5,1,2.0,0.0,0.0,0.0,0.0,1766.86,0.333,0.0,0,0.0,0.0,-80,-18.4,0,-1,-16.0,0.0,0.0,0.0,0.0,1732.05,-0.442,0.0,0,0.0,0.0
sumerishere,28,30.21,5,5,5.6,0.036,0.0,0.0,0.0,297.17,0.704,0.0,0,0.0,0.0,13,16.0,7,1,1.86,0.0,0.0,0.0,0.0,1465.47,0.417,0.0,0,0.0,0.0,-15,-14.21,2,-4,-3.74,-0.036,0.0,0.0,0.0,1168.3,-0.287,0.0,0,0.0,0.0
imanishpushkar,8,35.75,4,2,2.0,0.25,0.0,0.0,0.125,524.48,0.429,0.0,0,0.0,0.0,10,28.7,3,3,3.33,0.1,0.0,0.0,0.0,1331.92,0.667,0.0,0,0.0,0.0,2,-7.05,-1,1,1.33,-0.15,0.0,0.0,-0.125,807.44,0.238,0.0,0,0.0,0.0
jendrikseipp,7,35.86,3,1,2.33,0.0,0.0,0.143,0.0,429.03,0.667,0.0,0,0.0,0.0,93,37.94,27,1,3.44,0.043,0.0,0.043,0.032,198.61,0.609,0.0,0,1.29,0.0,86,2.08,24,0,1.11,0.043,0.0,-0.1,0.032,-230.42,-0.058,0.0,0,1.29,0.0
mehediinf,7,11.57,3,4,2.33,0.0,0.0,0.0,0.0,212.06,0.5,0.0,0,0.0,0.0,23,16.0,7,1,3.29,0.0,0.0,0.0,0.0,452.79,0.682,0.0,0,0.0,0.0,16,4.43,4,-3,0.96,0.0,0.0,0.0,0.0,240.73,0.182,0.0,0,0.0,0.0
luketeeeeee,50,34.94,19,4,2.63,0.04,0.0,0.0,0.0,282.48,0.388,0.0,0,0.0,0.0,10,16.0,6,1,1.67,0.0,0.0,0.0,0.0,1159.96,0.444,0.0,0,0.0,0.0,-40,-18.94,-13,-3,-0.96,-0.04,0.0,0.0,0.0,877.48,0.056,0.0,0,0.0,0.0
trsaints,71,31.42,7,2,10.14,0.099,0.0,0.014,0.211,222.49,0.6,0.0,0,266.57,1.0,28,46.04,11,3,2.55,0.036,0.571,0.0,0.0,665.28,0.481,0.0,0,0.0,0.0,-43,14.62,4,1,-7.59,-0.063,0.571,-0.014,-0.211,442.79,-0.119,0.0,0,-266.57,-1.0
EduTostes,9,16.78,4,4,2.25,0.0,0.0,0.0,0.0,272.96,0.625,0.0,0,0.0,0.0,12,15.17,4,2,3.0,0.0,0.0,0.0,0.0,126.86,0.364,0.0,0,0.0,0.0,3,-1.61,0,-2,0.75,0.0,0.0,0.0,0.0,-146.1,-0.261,0.0,0,0.0,0.0
madnaks,27,36.74,7,1,3.86,0.037,0.0,0.0,0.148,374.67,0.615,0.0,0,0.0,0.0,35,37.97,12,1,2.92,0.114,0.0,0.029,0.2,206.71,0.382,0.0,0,0.0,0.0,8,1.23,5,0,-0.94,0.077,0.0,0.029,0.052,-167.96,-0.233,0.0,0,0.0,0.0
berrysauce,48,24.65,17,2,2.82,0.104,0.0,0.0,0.0,324.74,0.596,0.0,0,0.0,0.0,27,23.48,9,2,3.0,0.037,0.185,0.0,0.0,314.06,0.654,0.0,0,0.0,0.0,-21,-1.17,-8,0,0.18,-0.067,0.185,0.0,0.0,-10.68,0.058,0.0,0,0.0,0.0
NikitaVlas,46,23.74,5,2,9.2,0.109,0.543,0.0,0.087,26.59,0.822,0.0,0,0.0,0.0,38,33.18,7,2,5.43,0.368,0.763,0.0,0.368,94.75,0.811,0.0,0,0.0,0.0,-8,9.44,2,0,-3.77,0.259,0.22,0.0,0.281,68.16,-0.011,0.0,0,0.0,0.0
sAchin-680,18,14.94,2,3,9.0,0.0,0.0,0.0,0.0,17.2,0.882,0.0,0,0.0,0.0,27,15.11,8,2,3.38,0.074,0.0,0.0,0.0,542.95,0.538,0.0,0,0.0,0.0,9,0.17,6,-1,-5.62,0.074,0.0,0.0,0.0,525.75,-0.344,0.0,0,0.0,0.0
SergeyHSE,62,25.55,2,5,31.0,0.0,0.0,0.0,0.0,39.97,0.836,0.0,0,0.0,0.0,6,29.17,3,1,2.0,0.0,0.0,0.0,0.0,120.93,0.6,0.0,0,0.0,0.0,-56,3.62,1,-4,-29.0,0.0,0.0,0.0,0.0,80.96,-0.236,0.0,0,0.0,0.0
Vylpes,21,497.33,8,1,2.62,0.381,0.0,0.333,0.333,231.66,0.55,0.0,0,13.0,0.143,63,398.9,20,1,3.15,0.524,0.0,0.27,0.429,247.71,0.629,0.0,0,23.33,0.167,42,-98.43,12,0,0.53,0.143,0.0,-0.063,0.096,16.05,0.079,0.0,0,10.33,0.024
ivuorinen,7,76.43,6,1,1.17,0.429,0.0,0.0,0.0,2288.53,0.167,0.0,0,0.0,0.0,7,425.57,4,2,1.75,0.286,1.0,0.143,0.143,2429.76,0.333,0.0,0,564.83,0.833,0,349.14,-2,1,0.58,-0.143,1.0,0.143,0.143,141.23,0.166,0.0,0,564.83,0.833
Ludzikk,89,21.16,18,5,4.94,0.0,0.0,0.0,0.0,74.97,0.25,0.0,0,0.0,0.0,11,16.0,5,1,2.2,0.0,0.0,0.0,0.0,411.69,0.6,0.0,0,0.0,0.0,-78,-5.16,-13,-4,-2.74,0.0,0.0,0.0,0.0,336.72,0.35,0.0,0,0.0,0.0
periklis,8,22.12,5,1,1.6,0.0,0.0,0.0,0.0,1693.35,0.429,0.0,0,0.0,0.0,12,20.75,7,1,1.71,0.0,0.0,0.0,0.0,1389.61,0.364,0.0,0,0.0,0.0,4,-1.37,2,0,0.11,0.0,0.0,0.0,0.0,-303.74,-0.065,0.0,0,0.0,0.0
hezhijie0327,6,74.67,1,1,6.0,1.0,0.0,0.0,0.0,4.82,0.8,0.0,0,0.0,0.0,94,30.4,12,1,7.83,0.074,0.053,0.0,0.053,197.14,0.71,0.0,0,215.8,0.2,88,-44.27,11,0,1.83,-0.926,0.053,0.0,0.053,192.32,-0.09,0.0,0,215.8,0.2
Kingrashy12,59,19.37,3,3,19.67,0.0,0.0,0.0,0.0,6.2,0.724,0.0,0,0.0,0.0,39,33.92,8,1,4.88,0.077,0.026,0.0,0.051,181.07,0.553,0.0,0,0.0,0.0,-20,14.55,5,-2,-14.79,0.077,0.026,0.0,0.051,174.87,-0.171,0.0,0,0.0,0.0
davidebalice,24,7.96,9,3,2.67,0.0,0.0,0.0,0.0,201.34,0.174,0.0,0,0.0,0.0,9,7.11,5,1,1.8,0.0,0.0,0.0,0.0,266.67,0.0,0.0,0,0.0,0.0,-15,-0.85,-4,-2,-0.87,0.0,0.0,0.0,0.0,65.33,-0.174,0.0,0,0.0,0.0
ghibli613,25,14.72,4,1,6.25,0.0,0.0,0.0,0.0,19.15,0.5,0.0,0,0.0,0.0,75,6.79,19,2,3.95,0.0,0.0,0.0,0.0,262.34,0.041,0.0,0,0.0,0.0,50,-7.93,15,1,-2.3,0.0,0.0,0.0,0.0,243.19,-0.459,0.0,0,0.0,0.0
zas512,11,10.36,4,2,2.75,0.0,0.0,0.0,0.0,89.8,0.3,0.0,0,0.0,0.0,89,15.57,4,2,22.25,0.0,0.011,0.0,0.0,205.3,0.761,0.0,0,0.0,0.0,78,5.21,0,0,19.5,0.0,0.011,0.0,0.0,115.5,0.461,0.0,0,0.0,0.0
chrishrb,24,28.71,12,3,2.0,0.083,0.0,0.0,0.0,730.77,0.435,0.0,0,0.0,0.0,12,101.67,4,2,3.0,0.833,0.0,0.0,0.0,117.55,0.727,0.0,0,0.0,0.0,-12,72.96,-8,-1,1.0,0.75,0.0,0.0,0.0,-613.22,0.292,0.0,0,0.0,0.0
Elildes,63,12.17,9,2,7.0,0.0,0.0,0.0,0.0,173.08,0.661,0.0,0,0.0,0.0,37,20.03,13,1,2.85,0.0,0.595,0.0,0.0,418.48,0.528,0.0,0,0.0,0.0,-26,7.86,4,-1,-4.15,0.0,0.595,0.0,0.0,245.4,-0.133,0.0,0,0.0,0.0
ikvk,12,9.17,8,1,1.5,0.0,0.0,0.0,0.0,1511.68,0.091,0.0,0,9.5,0.0,27,7.85,11,2,2.45,0.0,0.0,0.0,0.037,766.2,0.462,0.0,0,312.0,1.0,15,-1.32,3,1,0.95,0.0,0.0,0.0,0.037,-745.48,0.371,0.0,0,302.5,1.0
subjadeites,50,42.68,17,1,2.94,0.48,0.28,0.0,0.0,273.55,0.408,0.0,0,13.0,0.0,50,37.36,12,1,4.17,0.1,0.9,0.0,0.0,267.36,0.612,0.0,0,0.0,0.0,0,-5.32,-5,0,1.23,-0.38,0.62,0.0,0.0,-6.19,0.204,0.0,0,-13.0,0.0
aspisov,16,26.06,2,1,8.0,0.188,0.0,0.0,0.0,11.33,0.333,0.0,0,0.0,0.0,74,29.47,15,4,4.93,0.0,0.0,0.014,0.0,122.32,0.315,0.0,0,0.0,0.0,58,3.41,13,3,-3.07,-0.188,0.0,0.014,0.0,110.99,-0.018,0.0,0,0.0,0.0
dope232,15,18.07,5,4,3.0,0.0,0.0,0.0,0.0,710.15,0.643,0.0,0,0.0,0.0,11,33.36,3,2,3.67,0.273,0.0,0.0,0.0,82.36,0.7,0.0,0,0.0,0.0,-4,15.29,-2,-2,0.67,0.273,0.0,0.0,0.0,-627.79,0.057,0.0,0,0.0,0.0
NikitaChalykh,76,15.0,10,2,7.6,0.0,0.0,0.0,0.0,100.02,0.787,0.0,0,0.0,0.0,24,17.12,7,2,3.43,0.0,0.0,0.0,0.0,794.3,0.696,0.0,0,0.0,0.0,-52,2.12,-3,0,-4.17,0.0,0.0,0.0,0.0,694.28,-0.091,0.0,0,0.0,0.0
mdmohsin212,11,10.36,4,4,2.75,0.0,0.0,0.0,0.0,604.47,0.4,0.0,0,0.0,0.0,89,21.25,17,1,5.24,0.011,0.0,0.0,0.0,33.57,0.216,0.0,0,0.0,0.0,78,10.89,13,-3,2.49,0.011,0.0,0.0,0.0,-570.9,-0.184,0.0,0,0.0,0.0
TenuredCLOUD,6,95.33,3,1,2.0,0.5,0.0,0.0,0.0,150.25,0.4,0.0,0,0.0,0.0,94,616.95,19,1,4.95,0.979,0.0,0.011,0.968,63.28,0.699,0.0,0,637.67,1.0,88,521.62,16,0,2.95,0.479,0.0,0.011,0.968,-86.97,0.299,0.0,0,637.67,1.0
Nyantad,67,23.16,11,4,6.09,0.045,0.0,0.03,0.015,94.61,0.727,0.0,0,0.0,0.0,5,42.4,3,3,1.67,0.0,0.0,0.0,0.0,1716.67,0.5,0.0,0,0.0,0.0,-62,19.24,-8,-1,-4.42,-0.045,0.0,-0.03,-0.015,1622.06,-0.227,0.0,0,0.0,0.0
ctabin,68,89.1,33,1,2.06,1.0,0.0,0.029,0.0,209.37,0.388,0.0,0,5.45,0.034,8,76.0,8,1,1.0,1.0,0.0,0.0,0.0,2663.81,0.0,0.0,0,2.75,0.0,-60,-13.1,-25,0,-1.06,0.0,0.0,-0.029,0.0,2454.44,-0.388,0.0,0,-2.7,-0.034
helldeal,85,3.84,9,5,9.44,0.0,0.0,0.0,0.0,89.96,0.583,0.0,0,0.0,0.0,5,12.8,2,2,2.5,0.0,0.0,0.0,0.0,4711.52,0.5,0.0,0,0.0,0.0,-80,8.96,-7,-3,-6.94,0.0,0.0,0.0,0.0,4621.56,-0.083,0.0,0,0.0,0.0
urfos,26,25.08,6,2,4.33,0.0,0.0,0.038,0.038,84.64,0.76,0.0,0,0.0,0.0,62,20.58,11,4,5.64,0.016,0.0,0.0,0.0,294.69,0.672,0.0,0,0.0,0.0,36,-4.5,5,2,1.31,0.016,0.0,-0.038,-0.038,210.05,-0.088,0.0,0,0.0,0.0
Akash-nath29,48,19.88,25,3,1.92,0.042,0.0,0.0,0.0,331.53,0.383,0.0,0,0.0,0.0,13,26.69,7,1,1.86,0.077,0.0,0.0,0.0,1341.01,0.5,0.0,0,0.0,0.0,-35,6.81,-18,-2,-0.06,0.035,0.0,0.0,0.0,1009.48,0.117,0.0,0,0.0,0.0
Serega007RU,79,103.38,17,1,4.65,0.152,0.0,0.0,0.0,50.56,0.5,0.0,0,0.0,0.0,21,64.86,6,1,3.5,0.143,0.0,0.0,0.0,381.58,0.6,0.0,0,0.0,0.0,-58,-38.52,-11,0,-1.15,-0.009,0.0,0.0,0.0,331.02,0.1,0.0,0,0.0,0.0
lru0409,46,19.48,4,2,11.5,0.0,0.0,0.022,0.0,175.5,0.711,0.0,0,0.0,0.0,37,69.14,5,1,7.4,0.0,0.0,0.0,0.0,25.32,0.361,0.0,0,0.0,0.0,-9,49.66,1,-1,-4.1,0.0,0.0,-0.022,0.0,-150.18,-0.35,0.0,0,0.0,0.0
RappyTV,89,56.74,16,2,5.56,0.157,0.0,0.0,0.034,166.46,0.716,0.0,0,206.33,0.267,10,46.8,4,3,2.5,0.3,0.0,0.0,0.0,1262.59,0.667,0.0,0,4.0,0.0,-79,-9.94,-12,1,-3.06,0.143,0.0,0.0,-0.034,1096.13,-0.049,0.0,0,-202.33,-0.267
ibv,15,36.93,9,3,1.67,0.2,0.0,0.0,0.0,1110.9,0.357,0.0,0,0.0,0.0,15,47.2,8,2,1.88,0.267,0.0,0.0,0.133,1160.4,0.286,0.0,0,0.0,0.0,0,10.27,-1,-1,0.21,0.067,0.0,0.0,0.133,49.5,-0.071,0.0,0,0.0,0.0
mikmark95,14,18.14,4,1,3.5,0.0,0.0,0.0,0.0,49.19,0.308,0.0,0,0.0,0.0,43,48.74,4,3,10.75,0.326,0.0,0.0,0.0,150.68,0.762,0.0,0,0.0,0.0,29,30.6,0,2,7.25,0.326,0.0,0.0,0.0,101.49,0.454,0.0,0,0.0,0.0
mostafaalagamy,11,13.55,3,2,3.67,0.0,0.0,0.0,0.0,35.3,0.8,0.0,0,0.0,0.0,5,469.6,1,1,5.0,1.0,0.0,0.0,1.0,0.19,1.0,0.0,0,902.0,1.0,-6,456.05,-2,-1,1.33,1.0,0.0,0.0,1.0,-35.11,0.2,0.0,0,902.0,1.0
ajaysinhaorigin,82,22.12,12,4,6.83,0.0,0.0,0.0,0.0,79.47,0.531,0.0,0,0.0,0.0,18,24.17,6,3,3.0,0.0,0.0,0.0,0.0,321.81,0.588,0.0,0,0.0,0.0,-64,2.05,-6,-1,-3.83,0.0,0.0,0.0,0.0,242.34,0.057,0.0,0,0.0,0.0
adam-bozman,83,22.6,35,2,2.37,0.024,0.0,0.0,0.0,204.28,0.402,0.0,0,0.0,0.0,13,27.08,7,2,1.86,0.0,0.0,0.0,0.0,783.52,0.417,0.0,0,0.0,0.0,-70,4.48,-28,0,-0.51,-0.024,0.0,0.0,0.0,579.24,0.015,0.0,0,0.0,0.0
AmitJ2005,21,17.71,6,4,3.5,0.0,0.0,0.0,0.0,295.45,0.55,0.0,0,0.0,0.0,8,12.75,5,2,1.6,0.0,0.0,0.0,0.0,2318.01,0.429,0.0,0,0.0,0.0,-13,-4.96,-1,-2,-1.9,0.0,0.0,0.0,0.0,2022.56,-0.121,0.0,0,0.0,0.0
ZionC27,32,19.47,5,4,6.4,0.062,0.0,0.0,0.0,48.38,0.484,0.0,0,0.0,0.0,5,17.4,2,1,2.5,0.0,0.0,0.0,0.0,120.26,0.75,0.0,0,0.0,0.0,-27,-2.07,-3,-3,-3.9,-0.062,0.0,0.0,0.0,71.88,0.266,0.0,0,0.0,0.0
